,DLPN
2016-11-28,60.0
2016-11-29,60.0
2016-11-30,60.0
2016-12-01,60.0
2016-12-02,60.0
2016-12-05,60.0
2016-12-06,60.0
2016-12-07,47.5
2016-12-08,52.5
2016-12-09,60.0
2016-12-12,60.0
2016-12-13,61.5
2016-12-14,61.5
2016-12-15,61.0
2016-12-16,62.5
2016-12-19,64.5
2016-12-20,64.5
2016-12-21,63.5
2016-12-22,55.099998474121094
2016-12-23,67.5
2016-12-27,67.5
2016-12-28,60.0
2016-12-29,65.0
2016-12-30,60.0
2017-01-03,60.0
2017-01-04,60.0
2017-01-05,60.0
2017-01-06,60.0
2017-01-09,55.20000076293945
2017-01-10,55.20000076293945
2017-01-11,55.0
2017-01-12,55.0
2017-01-13,55.0
2017-01-17,47.599998474121094
2017-01-18,47.5
2017-01-19,50.0
2017-01-20,50.0
2017-01-23,50.0
2017-01-24,50.0
2017-01-25,50.0
2017-01-26,50.0
2017-01-27,50.0
2017-01-30,50.0
2017-01-31,50.0
2017-02-01,50.0
2017-02-02,49.5
2017-02-03,49.5
2017-02-06,45.0
2017-02-07,45.0
2017-02-08,45.0
2017-02-09,45.0
2017-02-10,45.0
2017-02-13,45.0
2017-02-14,50.0
2017-02-15,50.0
2017-02-16,50.0
2017-02-17,50.0
2017-02-21,50.0
2017-02-22,50.0
2017-02-23,50.0
2017-02-24,50.0
2017-02-27,50.0
2017-02-28,50.0
2017-03-01,50.0
2017-03-02,50.0
2017-03-03,50.0
2017-03-06,50.0
2017-03-07,50.0
2017-03-08,40.0
2017-03-09,42.5
2017-03-10,42.5
2017-03-13,42.5
2017-03-14,40.0
2017-03-15,42.5
2017-03-16,42.5
2017-03-17,42.5
2017-03-20,42.5
2017-03-21,42.5
2017-03-22,42.5
2017-03-23,42.5
2017-03-24,42.5
2017-03-27,42.5
2017-03-28,42.5
2017-03-29,42.5
2017-03-30,42.5
2017-03-31,42.5
2017-04-03,42.5
2017-04-04,42.5
2017-04-05,42.5
2017-04-06,40.0
2017-04-07,52.5
2017-04-10,52.5
2017-04-11,52.5
2017-04-12,52.5
2017-04-13,52.5
2017-04-17,52.5
2017-04-18,52.5
2017-04-19,52.5
2017-04-20,52.5
2017-04-21,52.5
2017-04-24,52.5
2017-04-25,52.5
2017-04-26,52.5
2017-04-27,52.5
2017-04-28,52.5
2017-05-01,52.5
2017-05-02,52.5
2017-05-03,52.5
2017-05-04,52.5
2017-05-05,52.5
2017-05-08,52.5
2017-05-09,52.5
2017-05-10,52.5
2017-05-11,52.5
2017-05-12,52.5
2017-05-15,52.5
2017-05-16,52.5
2017-05-17,52.5
2017-05-18,52.5
2017-05-19,52.5
2017-05-22,52.5
2017-05-23,52.5
2017-05-24,52.5
2017-05-25,52.5
2017-05-26,52.5
2017-05-30,52.5
2017-05-31,52.5
2017-06-01,52.5
2017-06-02,52.5
2017-06-05,45.0
2017-06-06,50.0
2017-06-07,50.0
2017-06-08,30.0
2017-06-09,50.0
2017-06-12,50.0
2017-06-13,50.0
2017-06-14,50.0
2017-06-15,50.0
2017-06-16,50.0
2017-06-19,50.0
2017-06-20,50.0
2017-06-21,50.0
2017-06-22,50.0
2017-06-23,50.0
2017-06-26,50.0
2017-06-27,50.0
2017-06-28,50.0
2017-06-29,50.0
2017-06-30,50.0
2017-07-03,50.0
2017-07-05,50.0
2017-07-06,50.0
2017-07-07,50.0
2017-07-10,50.0
2017-07-11,50.0
2017-07-12,50.0
2017-07-13,50.0
2017-07-14,50.0
2017-07-17,50.0
2017-07-18,50.0
2017-07-19,50.0
2017-07-20,50.0
2017-07-21,50.0
2017-07-24,47.5
2017-07-25,47.5
2017-07-26,47.5
2017-07-27,47.5
2017-07-28,47.5
2017-07-31,47.5
2017-08-01,47.5
2017-08-02,47.5
2017-08-03,47.5
2017-08-04,47.5
2017-08-07,47.5
2017-08-08,47.5
2017-08-09,47.5
2017-08-10,41.0
2017-08-11,41.0
2017-08-14,41.0
2017-08-15,41.0
2017-08-16,41.0
2017-08-17,41.0
2017-08-18,41.0
2017-08-21,41.0
2017-08-22,41.0
2017-08-23,41.0
2017-08-24,41.0
2017-08-25,41.0
2017-08-28,41.0
2017-08-29,40.5
2017-08-30,40.5
2017-08-31,40.5
2017-09-01,40.5
2017-09-05,40.5
2017-09-06,40.0
2017-09-07,41.0
2017-09-08,41.5
2017-09-11,42.5
2017-09-12,42.5
2017-09-13,42.5
2017-09-14,42.5
2017-09-15,42.5
2017-09-18,42.5
2017-09-19,42.5
2017-09-20,42.5
2017-09-21,42.5
2017-09-22,42.5
2017-09-25,42.5
2017-09-26,42.5
2017-09-27,42.5
2017-09-28,41.75
2017-09-29,42.0
2017-10-02,40.75
2017-10-03,40.75
2017-10-04,40.0
2017-10-05,42.5
2017-10-06,40.0
2017-10-09,50.0
2017-10-10,50.0
2017-10-11,50.0
2017-10-12,50.0
2017-10-13,47.5
2017-10-16,47.5
2017-10-17,47.5
2017-10-18,47.5
2017-10-19,40.54999923706055
2017-10-20,46.25
2017-10-23,46.25
2017-10-24,46.25
2017-10-25,46.25
2017-10-26,46.25
2017-10-27,46.25
2017-10-30,46.25
2017-10-31,46.25
2017-11-01,46.25
2017-11-02,46.25
2017-11-03,46.25
2017-11-06,40.04999923706055
2017-11-07,37.5
2017-11-08,37.5
2017-11-09,35.0
2017-11-10,40.0
2017-11-13,25.049999237060547
2017-11-14,25.049999237060547
2017-11-15,25.049999237060547
2017-11-16,25.049999237060547
2017-11-17,25.049999237060547
2017-11-20,25.049999237060547
2017-11-21,32.5
2017-11-22,35.0
2017-11-24,35.0
2017-11-27,35.0
2017-11-28,35.0
2017-11-29,35.0
2017-11-30,30.0
2017-12-01,30.0
2017-12-04,35.0
2017-12-05,35.0
2017-12-06,35.0
2017-12-07,40.0
2017-12-08,40.0
2017-12-11,25.5
2017-12-12,32.5
2017-12-13,32.5
2017-12-14,32.5
2017-12-15,35.0
2017-12-18,35.0
2017-12-19,40.0
2017-12-20,40.0
2017-12-21,18.75
2017-12-22,18.649999618530273
2017-12-26,18.5
2017-12-27,18.0
2017-12-28,18.0
2017-12-29,18.0
2018-01-02,18.0
2018-01-03,17.5
2018-01-04,16.799999237060547
2018-01-05,17.0
2018-01-08,16.5
2018-01-09,17.0
2018-01-10,17.049999237060547
2018-01-11,17.0
2018-01-12,17.0
2018-01-16,17.0
2018-01-17,16.25
2018-01-18,15.75
2018-01-19,16.5
2018-01-22,16.0
2018-01-23,16.5
2018-01-24,16.5
2018-01-25,16.600000381469727
2018-01-26,16.600000381469727
2018-01-29,16.600000381469727
2018-01-30,16.5
2018-01-31,16.549999237060547
2018-02-01,17.0
2018-02-02,16.899999618530273
2018-02-05,14.899999618530273
2018-02-06,15.399999618530273
2018-02-07,15.25
2018-02-08,16.399999618530273
2018-02-09,14.899999618530273
2018-02-12,14.899999618530273
2018-02-13,14.899999618530273
2018-02-14,16.600000381469727
2018-02-15,15.300000190734863
2018-02-16,14.600000381469727
2018-02-20,14.5
2018-02-21,15.949999809265137
2018-02-22,15.25
2018-02-23,15.0
2018-02-26,16.600000381469727
2018-02-27,16.399999618530273
2018-02-28,15.350000381469727
2018-03-01,16.899999618530273
2018-03-02,16.399999618530273
2018-03-05,16.049999237060547
2018-03-06,16.950000762939453
2018-03-07,16.25
2018-03-08,17.950000762939453
2018-03-09,16.25
2018-03-12,16.5
2018-03-13,16.75
2018-03-14,16.549999237060547
2018-03-15,16.450000762939453
2018-03-16,15.350000381469727
2018-03-19,15.25
2018-03-20,15.899999618530273
2018-03-21,15.899999618530273
2018-03-22,17.0
2018-03-23,16.25
2018-03-26,17.0
2018-03-27,17.0
2018-03-28,17.0
2018-03-29,17.600000381469727
2018-04-02,17.700000762939453
2018-04-03,18.049999237060547
2018-04-04,17.5
2018-04-05,16.649999618530273
2018-04-06,15.5
2018-04-09,14.550000190734863
2018-04-10,14.0
2018-04-11,13.199999809265137
2018-04-12,13.449999809265137
2018-04-13,13.649999618530273
2018-04-16,13.75
2018-04-17,14.600000381469727
2018-04-18,14.5
2018-04-19,14.75
2018-04-20,14.600000381469727
2018-04-23,14.300000190734863
2018-04-24,16.299999237060547
2018-04-25,17.350000381469727
2018-04-26,16.549999237060547
2018-04-27,16.600000381469727
2018-04-30,16.75
2018-05-01,16.899999618530273
2018-05-02,17.0
2018-05-03,16.0
2018-05-04,16.25
2018-05-07,16.0
2018-05-08,15.100000381469727
2018-05-09,14.399999618530273
2018-05-10,15.550000190734863
2018-05-11,16.399999618530273
2018-05-14,16.0
2018-05-15,15.949999809265137
2018-05-16,15.449999809265137
2018-05-17,15.399999618530273
2018-05-18,16.200000762939453
2018-05-21,16.0
2018-05-22,16.049999237060547
2018-05-23,15.949999809265137
2018-05-24,16.450000762939453
2018-05-25,16.100000381469727
2018-05-29,15.949999809265137
2018-05-30,15.699999809265137
2018-05-31,15.699999809265137
2018-06-01,16.149999618530273
2018-06-04,16.25
2018-06-05,16.0
2018-06-06,15.5
2018-06-07,15.649999618530273
2018-06-08,15.0
2018-06-11,15.050000190734863
2018-06-12,16.299999237060547
2018-06-13,16.0
2018-06-14,16.200000762939453
2018-06-15,16.450000762939453
2018-06-18,18.149999618530273
2018-06-19,17.450000762939453
2018-06-20,18.200000762939453
2018-06-21,17.75
2018-06-22,18.75
2018-06-25,19.149999618530273
2018-06-26,18.5
2018-06-27,18.299999237060547
2018-06-28,18.200000762939453
2018-06-29,17.5
2018-07-02,17.600000381469727
2018-07-03,17.5
2018-07-05,18.25
2018-07-06,18.350000381469727
2018-07-09,19.200000762939453
2018-07-10,19.0
2018-07-11,19.149999618530273
2018-07-12,18.5
2018-07-13,18.25
2018-07-16,18.100000381469727
2018-07-17,17.799999237060547
2018-07-18,17.5
2018-07-19,17.649999618530273
2018-07-20,15.449999809265137
2018-07-23,15.25
2018-07-24,15.300000190734863
2018-07-25,15.25
2018-07-26,15.050000190734863
2018-07-27,15.050000190734863
2018-07-30,15.199999809265137
2018-07-31,14.5
2018-08-01,14.5
2018-08-02,14.5
2018-08-03,15.399999618530273
2018-08-06,14.75
2018-08-07,15.0
2018-08-08,14.0
2018-08-09,14.25
2018-08-10,14.649999618530273
2018-08-13,14.25
2018-08-14,14.350000381469727
2018-08-15,14.25
2018-08-16,14.25
2018-08-17,14.75
2018-08-20,14.0
2018-08-21,13.899999618530273
2018-08-22,13.5
2018-08-23,13.050000190734863
2018-08-24,13.25
2018-08-27,13.0
2018-08-28,13.050000190734863
2018-08-29,14.5
2018-08-30,13.050000190734863
2018-08-31,13.350000381469727
2018-09-04,13.050000190734863
2018-09-05,13.0
2018-09-06,13.0
2018-09-07,13.0
2018-09-10,13.0
2018-09-11,13.0
2018-09-12,13.699999809265137
2018-09-13,13.75
2018-09-14,13.449999809265137
2018-09-17,12.100000381469727
2018-09-18,13.0
2018-09-19,11.449999809265137
2018-09-20,12.800000190734863
2018-09-21,13.949999809265137
2018-09-24,13.0
2018-09-25,13.350000381469727
2018-09-26,12.699999809265137
2018-09-27,12.050000190734863
2018-09-28,11.050000190734863
2018-10-01,11.5
2018-10-02,13.449999809265137
2018-10-03,12.5
2018-10-04,12.399999618530273
2018-10-05,12.25
2018-10-08,11.550000190734863
2018-10-09,11.600000381469727
2018-10-10,12.800000190734863
2018-10-11,11.399999618530273
2018-10-12,11.399999618530273
2018-10-15,11.0
2018-10-16,11.649999618530273
2018-10-17,11.0
2018-10-18,10.550000190734863
2018-10-19,10.5
2018-10-22,10.5
2018-10-23,10.449999809265137
2018-10-24,9.449999809265137
2018-10-25,10.0
2018-10-26,7.75
2018-10-29,9.949999809265137
2018-10-30,9.899999618530273
2018-10-31,9.800000190734863
2018-11-01,10.0
2018-11-02,8.25
2018-11-05,7.5
2018-11-06,7.5
2018-11-07,7.5
2018-11-08,7.349999904632568
2018-11-09,7.349999904632568
2018-11-12,7.199999809265137
2018-11-13,7.25
2018-11-14,7.25
2018-11-15,7.25
2018-11-16,7.5
2018-11-19,6.800000190734863
2018-11-20,6.849999904632568
2018-11-21,7.400000095367432
2018-11-23,7.300000190734863
2018-11-26,7.150000095367432
2018-11-27,6.75
2018-11-28,7.5
2018-11-29,6.75
2018-11-30,6.349999904632568
2018-12-03,6.150000095367432
2018-12-04,5.800000190734863
2018-12-06,5.800000190734863
2018-12-07,5.699999809265137
2018-12-10,5.699999809265137
2018-12-11,5.800000190734863
2018-12-12,5.550000190734863
2018-12-13,5.5
2018-12-14,5.5
2018-12-17,5.550000190734863
2018-12-18,5.550000190734863
2018-12-19,5.5
2018-12-20,5.0
2018-12-21,5.0
2018-12-24,5.0
2018-12-26,4.75
2018-12-27,4.0
2018-12-28,3.75
2018-12-31,3.8499999046325684
2019-01-02,4.800000190734863
2019-01-03,5.25
2019-01-04,6.349999904632568
2019-01-07,7.0
2019-01-08,6.25
2019-01-09,7.0
2019-01-10,6.650000095367432
2019-01-11,7.0
2019-01-14,6.650000095367432
2019-01-15,6.849999904632568
2019-01-16,6.25
2019-01-17,6.400000095367432
2019-01-18,6.25
2019-01-22,6.5
2019-01-23,6.550000190734863
2019-01-24,7.050000190734863
2019-01-25,6.75
2019-01-28,7.400000095367432
2019-01-29,8.0
2019-01-30,7.099999904632568
2019-01-31,7.599999904632568
2019-02-01,7.650000095367432
2019-02-04,7.5
2019-02-05,7.300000190734863
2019-02-06,7.099999904632568
2019-02-07,8.050000190734863
2019-02-08,8.350000381469727
2019-02-11,7.25
2019-02-12,7.5
2019-02-13,7.5
2019-02-14,7.349999904632568
2019-02-15,7.25
2019-02-19,7.75
2019-02-20,7.550000190734863
2019-02-21,8.100000381469727
2019-02-22,8.550000190734863
2019-02-25,9.0
2019-02-26,8.600000381469727
2019-02-27,8.300000190734863
2019-02-28,8.350000381469727
2019-03-01,8.699999809265137
2019-03-04,9.0
2019-03-05,8.699999809265137
2019-03-06,8.399999618530273
2019-03-07,8.350000381469727
2019-03-08,8.0
2019-03-11,8.75
2019-03-12,8.149999618530273
2019-03-13,8.550000190734863
2019-03-14,8.5
2019-03-15,8.550000190734863
2019-03-18,8.850000381469727
2019-03-19,9.0
2019-03-20,9.0
2019-03-21,9.050000190734863
2019-03-22,9.149999618530273
2019-03-25,9.25
2019-03-26,9.050000190734863
2019-03-27,8.25
2019-03-28,8.550000190734863
2019-03-29,8.25
2019-04-01,8.199999809265137
2019-04-02,8.5
2019-04-03,8.0
2019-04-04,8.0
2019-04-05,7.949999809265137
2019-04-08,7.900000095367432
2019-04-09,8.0
2019-04-10,7.849999904632568
2019-04-11,7.699999809265137
2019-04-12,7.650000095367432
2019-04-15,7.849999904632568
2019-04-16,7.25
2019-04-17,7.25
2019-04-18,7.099999904632568
2019-04-22,7.300000190734863
2019-04-23,7.300000190734863
2019-04-24,7.25
2019-04-25,7.300000190734863
2019-04-26,7.25
2019-04-29,7.300000190734863
2019-04-30,7.25
2019-05-01,7.349999904632568
2019-05-02,7.900000095367432
2019-05-03,7.5
2019-05-06,7.25
2019-05-07,6.699999809265137
2019-05-08,7.099999904632568
2019-05-09,6.75
2019-05-10,6.650000095367432
2019-05-13,6.699999809265137
2019-05-14,7.0
2019-05-15,6.550000190734863
2019-05-16,6.75
2019-05-17,6.800000190734863
2019-05-20,6.849999904632568
2019-05-21,6.199999809265137
2019-05-22,5.949999809265137
2019-05-23,6.050000190734863
2019-05-24,5.5
2019-05-28,5.449999809265137
2019-05-29,5.449999809265137
2019-05-30,5.550000190734863
2019-05-31,5.550000190734863
2019-06-03,5.699999809265137
2019-06-04,5.25
2019-06-05,5.300000190734863
2019-06-06,5.25
2019-06-07,5.349999904632568
2019-06-10,5.5
2019-06-11,5.75
2019-06-12,5.599999904632568
2019-06-13,5.599999904632568
2019-06-14,5.300000190734863
2019-06-17,5.449999809265137
2019-06-18,5.25
2019-06-19,5.199999809265137
2019-06-20,5.199999809265137
2019-06-21,5.349999904632568
2019-06-24,5.75
2019-06-25,5.599999904632568
2019-06-26,5.349999904632568
2019-06-27,5.400000095367432
2019-06-28,5.25
2019-07-01,5.25
2019-07-02,5.25
2019-07-03,5.199999809265137
2019-07-05,5.050000190734863
2019-07-08,5.099999904632568
2019-07-09,4.949999809265137
2019-07-10,5.150000095367432
2019-07-11,5.25
2019-07-12,5.099999904632568
2019-07-15,5.599999904632568
2019-07-16,6.599999904632568
2019-07-17,6.300000190734863
2019-07-18,5.300000190734863
2019-07-19,5.599999904632568
2019-07-22,5.550000190734863
2019-07-23,5.050000190734863
2019-07-24,5.150000095367432
2019-07-25,5.199999809265137
2019-07-26,5.099999904632568
2019-07-29,5.849999904632568
2019-07-30,5.5
2019-07-31,5.849999904632568
2019-08-01,5.699999809265137
2019-08-02,5.650000095367432
2019-08-05,5.150000095367432
2019-08-06,5.099999904632568
2019-08-07,5.099999904632568
2019-08-08,5.150000095367432
2019-08-09,5.099999904632568
2019-08-12,5.400000095367432
2019-08-13,5.349999904632568
2019-08-14,4.599999904632568
2019-08-15,4.900000095367432
2019-08-16,5.25
2019-08-19,5.150000095367432
2019-08-20,4.949999809265137
2019-08-21,4.949999809265137
2019-08-22,4.849999904632568
2019-08-23,5.400000095367432
2019-08-26,5.050000190734863
2019-08-27,4.900000095367432
2019-08-28,4.900000095367432
2019-08-29,4.900000095367432
2019-08-30,5.099999904632568
2019-09-03,4.650000095367432
2019-09-04,4.650000095367432
2019-09-05,4.5
2019-09-06,4.5
2019-09-09,4.349999904632568
2019-09-10,4.349999904632568
2019-09-11,4.349999904632568
2019-09-12,4.0
2019-09-13,4.050000190734863
2019-09-16,4.099999904632568
2019-09-17,4.0
2019-09-18,3.9000000953674316
2019-09-19,3.75
2019-09-20,3.9000000953674316
2019-09-23,4.0
2019-09-24,4.0
2019-09-25,3.9000000953674316
2019-09-26,4.300000190734863
2019-09-27,4.099999904632568
2019-09-30,4.199999809265137
2019-10-01,4.099999904632568
2019-10-02,4.099999904632568
2019-10-03,4.099999904632568
2019-10-04,4.099999904632568
2019-10-07,3.8499999046325684
2019-10-08,4.050000190734863
2019-10-09,3.950000047683716
2019-10-10,3.799999952316284
2019-10-11,3.950000047683716
2019-10-14,3.950000047683716
2019-10-15,3.799999952316284
2019-10-16,3.9000000953674316
2019-10-17,3.700000047683716
2019-10-18,3.549999952316284
2019-10-21,3.75
2019-10-22,3.75
2019-10-23,3.799999952316284
2019-10-24,3.75
2019-10-25,3.75
2019-10-28,3.75
2019-10-29,3.6500000953674316
2019-10-30,3.6500000953674316
2019-10-31,3.700000047683716
2019-11-01,3.6500000953674316
2019-11-04,3.799999952316284
2019-11-05,3.5
2019-11-06,3.5
2019-11-07,3.450000047683716
2019-11-08,3.450000047683716
2019-11-11,3.450000047683716
2019-11-12,3.4000000953674316
2019-11-13,3.6500000953674316
2019-11-14,3.5
2019-11-15,3.5999999046325684
2019-11-18,3.450000047683716
2019-11-19,3.25
2019-11-20,3.200000047683716
2019-11-21,2.9000000953674316
2019-11-22,2.700000047683716
2019-11-25,2.700000047683716
2019-11-26,2.700000047683716
2019-11-27,2.6500000953674316
2019-11-29,2.700000047683716
2019-12-02,2.6500000953674316
2019-12-03,3.200000047683716
2019-12-04,3.5999999046325684
2019-12-05,3.0
2019-12-06,2.700000047683716
2019-12-09,2.700000047683716
2019-12-10,2.6500000953674316
2019-12-11,2.549999952316284
2019-12-12,2.6500000953674316
2019-12-13,2.5999999046325684
2019-12-16,2.6500000953674316
2019-12-17,2.8499999046325684
2019-12-18,2.75
2019-12-19,2.700000047683716
2019-12-20,2.75
2019-12-23,2.8499999046325684
2019-12-24,2.8499999046325684
2019-12-26,2.8499999046325684
2019-12-27,3.0
2019-12-30,3.4000000953674316
2019-12-31,3.5
2020-01-02,3.4000000953674316
2020-01-03,3.200000047683716
2020-01-06,3.299999952316284
2020-01-07,3.25
2020-01-08,3.200000047683716
2020-01-09,3.25
2020-01-10,3.25
2020-01-13,3.299999952316284
2020-01-14,3.25
2020-01-15,3.25
2020-01-16,3.549999952316284
2020-01-17,3.4000000953674316
2020-01-21,3.450000047683716
2020-01-22,3.4000000953674316
2020-01-23,3.299999952316284
2020-01-24,3.25
2020-01-27,3.200000047683716
2020-01-28,3.299999952316284
2020-01-29,3.1500000953674316
2020-01-30,3.299999952316284
2020-01-31,3.4000000953674316
2020-02-03,3.299999952316284
2020-02-04,3.299999952316284
2020-02-05,3.299999952316284
2020-02-06,3.700000047683716
2020-02-07,3.5
2020-02-10,3.5999999046325684
2020-02-11,3.549999952316284
2020-02-12,4.199999809265137
2020-02-13,4.199999809265137
2020-02-14,3.950000047683716
2020-02-18,3.75
2020-02-19,3.9000000953674316
2020-02-20,3.9000000953674316
2020-02-21,3.75
2020-02-24,3.75
2020-02-25,3.5999999046325684
2020-02-26,3.4000000953674316
2020-02-27,3.200000047683716
2020-02-28,3.299999952316284
2020-03-02,3.200000047683716
2020-03-03,3.0999999046325684
2020-03-04,3.3499999046325684
2020-03-05,3.3499999046325684
2020-03-06,3.049999952316284
2020-03-09,2.75
2020-03-10,2.75
2020-03-11,2.75
2020-03-12,2.799999952316284
2020-03-13,2.5
2020-03-16,2.0
2020-03-17,2.049999952316284
2020-03-18,1.850000023841858
2020-03-19,1.9500000476837158
2020-03-20,2.0999999046325684
2020-03-23,1.9500000476837158
2020-03-24,2.0
2020-03-25,2.5
2020-03-26,2.799999952316284
2020-03-27,3.0
2020-03-30,3.1500000953674316
2020-03-31,2.700000047683716
2020-04-01,2.950000047683716
2020-04-02,2.700000047683716
2020-04-03,2.700000047683716
2020-04-06,2.6500000953674316
2020-04-07,2.549999952316284
2020-04-08,2.3499999046325684
2020-04-09,2.5
2020-04-13,2.450000047683716
2020-04-14,2.3499999046325684
2020-04-15,2.25
2020-04-16,2.25
2020-04-17,2.4000000953674316
2020-04-20,2.3499999046325684
2020-04-21,2.200000047683716
2020-04-22,2.5
2020-04-23,2.4000000953674316
2020-04-24,2.5
2020-04-27,2.4000000953674316
2020-04-28,2.549999952316284
2020-04-29,2.5
2020-04-30,2.5
2020-05-01,2.4000000953674316
2020-05-04,2.3499999046325684
2020-05-05,2.3499999046325684
2020-05-06,2.450000047683716
2020-05-07,2.6500000953674316
2020-05-08,2.700000047683716
2020-05-11,2.700000047683716
2020-05-12,2.700000047683716
2020-05-13,2.5999999046325684
2020-05-14,2.5999999046325684
2020-05-15,2.299999952316284
2020-05-18,2.4000000953674316
2020-05-19,2.4000000953674316
2020-05-20,3.200000047683716
2020-05-21,2.9000000953674316
2020-05-22,2.799999952316284
2020-05-26,2.700000047683716
2020-05-27,2.75
2020-05-28,2.6500000953674316
2020-05-29,2.5
2020-06-01,2.6500000953674316
2020-06-02,2.950000047683716
2020-06-03,4.449999809265137
2020-06-04,8.199999809265137
2020-06-05,4.900000095367432
2020-06-08,5.699999809265137
2020-06-09,5.550000190734863
2020-06-10,5.349999904632568
2020-06-11,4.550000190734863
2020-06-12,4.300000190734863
2020-06-15,4.300000190734863
2020-06-16,5.050000190734863
2020-06-17,4.550000190734863
2020-06-18,4.400000095367432
2020-06-19,4.900000095367432
2020-06-22,4.650000095367432
2020-06-23,4.75
2020-06-24,4.800000190734863
2020-06-25,4.599999904632568
2020-06-26,4.349999904632568
2020-06-29,4.449999809265137
2020-06-30,4.349999904632568
2020-07-01,4.650000095367432
2020-07-02,4.75
2020-07-06,5.150000095367432
2020-07-07,4.849999904632568
2020-07-08,5.349999904632568
2020-07-09,6.699999809265137
2020-07-10,6.25
2020-07-13,7.199999809265137
2020-07-14,5.449999809265137
2020-07-15,5.300000190734863
2020-07-16,5.150000095367432
2020-07-17,5.099999904632568
2020-07-20,5.199999809265137
2020-07-21,5.099999904632568
2020-07-22,4.949999809265137
2020-07-23,4.75
2020-07-24,4.650000095367432
2020-07-27,4.550000190734863
2020-07-28,4.449999809265137
2020-07-29,4.5
2020-07-30,4.349999904632568
2020-07-31,4.300000190734863
2020-08-03,4.599999904632568
2020-08-04,4.550000190734863
2020-08-05,4.650000095367432
2020-08-06,4.599999904632568
2020-08-07,4.599999904632568
2020-08-10,5.25
2020-08-11,4.800000190734863
2020-08-12,4.599999904632568
2020-08-13,4.699999809265137
2020-08-14,4.550000190734863
2020-08-17,4.5
2020-08-18,4.699999809265137
2020-08-19,4.449999809265137
2020-08-20,4.349999904632568
2020-08-21,4.400000095367432
2020-08-24,4.199999809265137
2020-08-25,4.150000095367432
2020-08-26,4.099999904632568
2020-08-27,4.400000095367432
2020-08-28,4.199999809265137
2020-08-31,4.25
2020-09-01,4.300000190734863
2020-09-02,4.25
2020-09-03,4.0
2020-09-04,3.799999952316284
2020-09-08,3.6500000953674316
2020-09-09,3.9000000953674316
2020-09-10,3.75
2020-09-11,3.799999952316284
2020-09-14,3.700000047683716
2020-09-15,3.6500000953674316
2020-09-16,3.6500000953674316
2020-09-17,3.6500000953674316
2020-09-18,3.6500000953674316
2020-09-21,3.5
2020-09-22,3.549999952316284
2020-09-23,3.3499999046325684
2020-09-24,3.200000047683716
2020-09-25,3.299999952316284
2020-09-28,3.299999952316284
2020-09-29,3.4000000953674316
2020-09-30,3.450000047683716
2020-10-01,3.5
2020-10-02,3.450000047683716
2020-10-05,3.450000047683716
2020-10-06,3.299999952316284
2020-10-07,3.3499999046325684
2020-10-08,3.6500000953674316
2020-10-09,3.6500000953674316
2020-10-12,3.5999999046325684
2020-10-13,3.5999999046325684
2020-10-14,3.5
2020-10-15,3.5
2020-10-16,3.6500000953674316
2020-10-19,3.799999952316284
2020-10-20,3.6500000953674316
2020-10-21,3.5
2020-10-22,3.5
2020-10-23,3.4000000953674316
2020-10-26,3.200000047683716
2020-10-27,3.299999952316284
2020-10-28,3.200000047683716
2020-10-29,3.5
2020-10-30,3.1500000953674316
2020-11-02,3.1500000953674316
2020-11-03,3.200000047683716
2020-11-04,3.1500000953674316
2020-11-05,3.1500000953674316
2020-11-06,3.200000047683716
2020-11-09,3.1500000953674316
2020-11-10,3.1500000953674316
2020-11-11,3.200000047683716
2020-11-12,3.450000047683716
2020-11-13,3.4000000953674316
2020-11-16,3.450000047683716
2020-11-17,3.299999952316284
2020-11-18,3.4000000953674316
2020-11-19,3.5
2020-11-20,3.6500000953674316
2020-11-23,3.75
2020-11-24,3.549999952316284
2020-11-25,3.450000047683716
2020-11-27,3.4200000762939453
2020-11-30,3.259999990463257
2020-12-01,3.3499999046325684
2020-12-02,3.5299999713897705
2020-12-03,3.559999942779541
2020-12-04,3.619999885559082
2020-12-07,3.9800000190734863
2020-12-08,3.809999942779541
2020-12-09,3.450000047683716
2020-12-10,3.4100000858306885
2020-12-11,3.4800000190734863
2020-12-14,3.5
2020-12-15,3.569999933242798
2020-12-16,3.609999895095825
2020-12-17,3.5799999237060547
2020-12-18,3.5399999618530273
2020-12-21,3.5799999237060547
2020-12-22,3.759999990463257
2020-12-23,3.6600000858306885
2020-12-24,3.5799999237060547
2020-12-28,3.4100000858306885
2020-12-29,3.25
2020-12-30,3.2799999713897705
2020-12-31,3.4000000953674316
2021-01-04,3.390000104904175
2021-01-05,3.609999895095825
2021-01-06,3.450000047683716
2021-01-07,3.5799999237060547
2021-01-08,3.690000057220459
2021-01-11,3.630000114440918
2021-01-12,4.610000133514404
2021-01-13,4.070000171661377
2021-01-14,4.039999961853027
2021-01-15,3.990000009536743
2021-01-19,3.940000057220459
2021-01-20,3.869999885559082
2021-01-21,3.9800000190734863
2021-01-22,4.119999885559082
2021-01-25,4.059999942779541
2021-01-26,4.050000190734863
2021-01-27,4.829999923706055
2021-01-28,4.099999904632568
2021-01-29,3.880000114440918
2021-02-01,3.8299999237060547
2021-02-02,3.880000114440918
2021-02-03,4.0
2021-02-04,4.190000057220459
2021-02-05,4.46999979019165
2021-02-08,4.650000095367432
2021-02-09,5.03000020980835
2021-02-10,4.860000133514404
2021-02-11,5.929999828338623
