,BWFG
2018-09-05,31.299999237060547
2018-09-06,31.299999237060547
2018-09-07,31.389999389648438
2018-09-10,31.489999771118164
2018-09-11,31.350000381469727
2018-09-12,31.329999923706055
2018-09-13,31.420000076293945
2018-09-14,31.360000610351562
2018-09-17,31.360000610351562
2018-09-18,31.350000381469727
2018-09-19,31.239999771118164
2018-09-20,31.489999771118164
2018-09-21,31.399999618530273
2018-09-24,31.40999984741211
2018-09-25,31.350000381469727
2018-09-26,31.399999618530273
2018-09-27,31.389999389648438
2018-09-28,31.360000610351562
2018-10-01,31.260000228881836
2018-10-02,31.229999542236328
2018-10-03,31.3700008392334
2018-10-04,30.959999084472656
2018-10-05,30.950000762939453
2018-10-08,30.860000610351562
2018-10-09,30.809999465942383
2018-10-10,30.649999618530273
2018-10-11,30.549999237060547
2018-10-12,29.850000381469727
2018-10-15,30.079999923706055
2018-10-16,30.6200008392334
2018-10-17,30.579999923706055
2018-10-18,30.420000076293945
2018-10-19,30.520000457763672
2018-10-22,30.219999313354492
2018-10-23,30.0
2018-10-24,29.399999618530273
2018-10-25,29.350000381469727
2018-10-26,29.510000228881836
2018-10-29,30.110000610351562
2018-10-30,30.520000457763672
2018-10-31,30.31999969482422
2018-11-01,30.65999984741211
2018-11-02,30.260000228881836
2018-11-05,29.850000381469727
2018-11-06,29.68000030517578
2018-11-07,29.729999542236328
2018-11-08,29.899999618530273
2018-11-09,29.899999618530273
2018-11-12,29.850000381469727
2018-11-13,29.729999542236328
2018-11-14,29.6299991607666
2018-11-15,29.739999771118164
2018-11-16,29.649999618530273
2018-11-19,29.719999313354492
2018-11-20,29.75
2018-11-21,29.690000534057617
2018-11-23,29.899999618530273
2018-11-26,29.780000686645508
2018-11-27,29.68000030517578
2018-11-28,29.719999313354492
2018-11-29,29.729999542236328
2018-11-30,29.670000076293945
2018-12-03,29.440000534057617
2018-12-04,27.75
2018-12-06,27.729999542236328
2018-12-07,28.0
2018-12-10,28.0
2018-12-11,27.579999923706055
2018-12-12,27.3700008392334
2018-12-13,27.020000457763672
2018-12-14,27.100000381469727
2018-12-17,27.3700008392334
2018-12-18,27.479999542236328
2018-12-19,27.600000381469727
2018-12-20,26.75
2018-12-21,26.84000015258789
2018-12-24,26.700000762939453
2018-12-26,27.440000534057617
2018-12-27,27.389999389648438
2018-12-28,27.75
2018-12-31,28.709999084472656
2019-01-02,28.729999542236328
2019-01-03,28.649999618530273
2019-01-04,28.899999618530273
2019-01-07,29.0
2019-01-08,29.139999389648438
2019-01-09,28.979999542236328
2019-01-10,28.899999618530273
2019-01-11,28.8799991607666
2019-01-14,28.90999984741211
2019-01-15,28.920000076293945
2019-01-16,28.950000762939453
2019-01-17,29.020000457763672
2019-01-18,28.780000686645508
2019-01-22,28.8799991607666
2019-01-23,28.780000686645508
2019-01-24,28.700000762939453
2019-01-25,28.950000762939453
2019-01-28,28.760000228881836
2019-01-29,28.6200008392334
2019-01-30,29.06999969482422
2019-01-31,28.899999618530273
2019-02-01,28.950000762939453
2019-02-04,28.940000534057617
2019-02-05,29.020000457763672
2019-02-06,29.110000610351562
2019-02-07,29.010000228881836
2019-02-08,28.729999542236328
2019-02-11,28.959999084472656
2019-02-12,29.600000381469727
2019-02-13,29.899999618530273
2019-02-14,29.649999618530273
2019-02-15,29.739999771118164
2019-02-19,30.399999618530273
2019-02-20,30.65999984741211
2019-02-21,31.440000534057617
2019-02-22,31.110000610351562
2019-02-25,30.270000457763672
2019-02-26,30.5
2019-02-27,30.229999542236328
2019-02-28,30.270000457763672
2019-03-01,31.149999618530273
2019-03-04,30.719999313354492
2019-03-05,30.459999084472656
2019-03-06,30.010000228881836
2019-03-07,29.420000076293945
2019-03-08,29.31999969482422
2019-03-11,29.579999923706055
2019-03-12,29.889999389648438
2019-03-13,29.520000457763672
2019-03-14,29.209999084472656
2019-03-15,29.219999313354492
2019-03-18,29.1299991607666
2019-03-19,28.950000762939453
2019-03-20,28.90999984741211
2019-03-21,28.610000610351562
2019-03-22,27.309999465942383
2019-03-25,27.600000381469727
2019-03-26,28.309999465942383
2019-03-27,28.799999237060547
2019-03-28,28.950000762939453
2019-03-29,29.18000030517578
2019-04-01,29.030000686645508
2019-04-02,29.34000015258789
2019-04-03,29.43000030517578
2019-04-04,29.18000030517578
2019-04-05,29.600000381469727
2019-04-08,29.530000686645508
2019-04-09,29.489999771118164
2019-04-10,29.93000030517578
2019-04-11,29.889999389648438
2019-04-12,29.739999771118164
2019-04-15,29.8799991607666
2019-04-16,29.770000457763672
2019-04-17,29.90999984741211
2019-04-18,29.989999771118164
2019-04-22,29.75
2019-04-23,30.059999465942383
2019-04-24,29.760000228881836
2019-04-25,30.0
2019-04-26,30.100000381469727
2019-04-29,30.3799991607666
2019-04-30,30.489999771118164
2019-05-01,29.899999618530273
2019-05-02,29.81999969482422
2019-05-03,30.0
2019-05-06,29.8700008392334
2019-05-07,29.350000381469727
2019-05-08,29.639999389648438
2019-05-09,28.799999237060547
2019-05-10,29.15999984741211
2019-05-13,28.920000076293945
2019-05-14,29.40999984741211
2019-05-15,29.420000076293945
2019-05-16,29.84000015258789
2019-05-17,29.700000762939453
2019-05-20,29.479999542236328
2019-05-21,29.719999313354492
2019-05-22,29.6200008392334
2019-05-23,29.0
2019-05-24,29.329999923706055
2019-05-28,29.209999084472656
2019-05-29,28.8700008392334
2019-05-30,28.84000015258789
2019-05-31,28.559999465942383
2019-06-03,28.59000015258789
2019-06-04,28.799999237060547
2019-06-05,29.190000534057617
2019-06-06,28.610000610351562
2019-06-07,28.68000030517578
2019-06-10,28.84000015258789
2019-06-11,28.899999618530273
2019-06-12,28.65999984741211
2019-06-13,29.0
2019-06-14,28.8799991607666
2019-06-17,28.950000762939453
2019-06-18,28.950000762939453
2019-06-19,28.969999313354492
2019-06-20,28.989999771118164
2019-06-21,28.940000534057617
2019-06-24,28.100000381469727
2019-06-25,27.559999465942383
2019-06-26,27.31999969482422
2019-06-27,28.770000457763672
2019-06-28,28.700000762939453
2019-07-01,28.84000015258789
2019-07-02,28.729999542236328
2019-07-03,28.8700008392334
2019-07-05,28.950000762939453
2019-07-08,28.700000762939453
2019-07-09,28.559999465942383
2019-07-10,28.18000030517578
2019-07-11,28.549999237060547
2019-07-12,28.280000686645508
2019-07-15,28.360000610351562
2019-07-16,28.469999313354492
2019-07-17,28.139999389648438
2019-07-18,27.969999313354492
2019-07-19,27.579999923706055
2019-07-22,27.68000030517578
2019-07-23,27.700000762939453
2019-07-24,27.8700008392334
2019-07-25,28.40999984741211
2019-07-26,28.700000762939453
2019-07-29,28.200000762939453
2019-07-30,28.170000076293945
2019-07-31,28.100000381469727
2019-08-01,28.139999389648438
2019-08-02,27.510000228881836
2019-08-05,26.760000228881836
2019-08-06,27.040000915527344
2019-08-07,26.25
2019-08-08,26.0
2019-08-09,25.90999984741211
2019-08-12,25.809999465942383
2019-08-13,26.09000015258789
2019-08-14,25.010000228881836
2019-08-15,25.360000610351562
2019-08-16,25.459999084472656
2019-08-19,26.09000015258789
2019-08-20,26.34000015258789
2019-08-21,25.940000534057617
2019-08-22,26.0
2019-08-23,25.149999618530273
2019-08-26,25.950000762939453
2019-08-27,25.649999618530273
2019-08-28,25.93000030517578
2019-08-29,26.350000381469727
2019-08-30,26.309999465942383
2019-09-03,25.739999771118164
2019-09-04,25.90999984741211
2019-09-05,26.399999618530273
2019-09-06,26.299999237060547
2019-09-09,26.700000762939453
2019-09-10,27.200000762939453
2019-09-11,27.600000381469727
2019-09-12,27.809999465942383
2019-09-13,28.0
2019-09-16,27.860000610351562
2019-09-17,27.299999237060547
2019-09-18,27.600000381469727
2019-09-19,26.75
2019-09-20,28.530000686645508
2019-09-23,27.979999542236328
2019-09-24,27.520000457763672
2019-09-25,27.65999984741211
2019-09-26,27.700000762939453
2019-09-27,27.5
2019-09-30,27.5
2019-10-01,27.18000030517578
2019-10-02,27.34000015258789
2019-10-03,27.190000534057617
2019-10-04,27.450000762939453
2019-10-07,27.530000686645508
2019-10-08,27.43000030517578
2019-10-09,27.739999771118164
2019-10-10,27.5
2019-10-11,27.479999542236328
2019-10-14,27.200000762939453
2019-10-15,27.209999084472656
2019-10-16,27.309999465942383
2019-10-17,27.489999771118164
2019-10-18,27.40999984741211
2019-10-21,28.049999237060547
2019-10-22,27.920000076293945
2019-10-23,27.850000381469727
2019-10-24,27.760000228881836
2019-10-25,27.510000228881836
2019-10-28,27.93000030517578
2019-10-29,28.25
2019-10-30,28.799999237060547
2019-10-31,28.6200008392334
2019-11-01,28.739999771118164
2019-11-04,28.600000381469727
2019-11-05,28.799999237060547
2019-11-06,28.84000015258789
2019-11-07,28.950000762939453
2019-11-08,28.729999542236328
2019-11-11,28.729999542236328
2019-11-12,28.709999084472656
2019-11-13,28.920000076293945
2019-11-14,28.670000076293945
2019-11-15,28.920000076293945
2019-11-18,28.889999389648438
2019-11-19,29.5
2019-11-20,29.420000076293945
2019-11-21,28.8799991607666
2019-11-22,28.81999969482422
2019-11-25,29.360000610351562
2019-11-26,29.600000381469727
2019-11-27,29.260000228881836
2019-11-29,29.280000686645508
2019-12-02,28.920000076293945
2019-12-03,29.100000381469727
2019-12-04,29.219999313354492
2019-12-05,28.989999771118164
2019-12-06,29.18000030517578
2019-12-09,29.049999237060547
2019-12-10,29.479999542236328
2019-12-11,29.229999542236328
2019-12-12,29.34000015258789
2019-12-13,29.420000076293945
2019-12-16,30.0
2019-12-17,29.6299991607666
2019-12-18,29.260000228881836
2019-12-19,29.719999313354492
2019-12-20,29.600000381469727
2019-12-23,28.90999984741211
2019-12-24,29.219999313354492
2019-12-26,28.780000686645508
2019-12-27,28.5
2019-12-30,28.600000381469727
2019-12-31,28.84000015258789
2020-01-02,29.020000457763672
2020-01-03,28.920000076293945
2020-01-06,28.889999389648438
2020-01-07,28.520000457763672
2020-01-08,28.68000030517578
2020-01-09,28.479999542236328
2020-01-10,27.959999084472656
2020-01-13,28.040000915527344
2020-01-14,27.75
2020-01-15,27.799999237060547
2020-01-16,28.1299991607666
2020-01-17,27.760000228881836
2020-01-21,27.56999969482422
2020-01-22,28.200000762939453
2020-01-23,28.18000030517578
2020-01-24,27.68000030517578
2020-01-27,27.56999969482422
2020-01-28,27.989999771118164
2020-01-29,27.760000228881836
2020-01-30,27.700000762939453
2020-01-31,27.030000686645508
2020-02-03,27.350000381469727
2020-02-04,27.43000030517578
2020-02-05,28.149999618530273
2020-02-06,28.40999984741211
2020-02-07,28.719999313354492
2020-02-10,28.84000015258789
2020-02-11,28.860000610351562
2020-02-12,28.709999084472656
2020-02-13,28.950000762939453
2020-02-14,28.899999618530273
2020-02-18,29.200000762939453
2020-02-19,28.950000762939453
2020-02-20,29.010000228881836
2020-02-21,29.030000686645508
2020-02-24,28.959999084472656
2020-02-25,28.799999237060547
2020-02-26,28.780000686645508
2020-02-27,28.43000030517578
2020-02-28,28.469999313354492
2020-03-02,28.18000030517578
2020-03-03,27.200000762939453
2020-03-04,27.6299991607666
2020-03-05,26.110000610351562
2020-03-06,24.65999984741211
2020-03-09,21.790000915527344
2020-03-10,21.260000228881836
2020-03-11,19.989999771118164
2020-03-12,17.75
2020-03-13,18.950000762939453
2020-03-16,17.040000915527344
2020-03-17,18.0
2020-03-18,15.510000228881836
2020-03-19,16.209999084472656
2020-03-20,16.0
2020-03-23,14.649999618530273
2020-03-24,16.510000228881836
2020-03-25,17.459999084472656
2020-03-26,17.3700008392334
2020-03-27,15.829999923706055
2020-03-30,15.779999732971191
2020-03-31,15.260000228881836
2020-04-01,13.020000457763672
2020-04-02,12.989999771118164
2020-04-03,12.760000228881836
2020-04-06,13.239999771118164
2020-04-07,13.680000305175781
2020-04-08,14.829999923706055
2020-04-09,16.0
2020-04-13,15.34000015258789
2020-04-14,15.039999961853027
2020-04-15,13.970000267028809
2020-04-16,13.329999923706055
2020-04-17,15.869999885559082
2020-04-20,16.309999465942383
2020-04-21,15.899999618530273
2020-04-22,15.279999732971191
2020-04-23,15.3100004196167
2020-04-24,14.6899995803833
2020-04-27,15.59000015258789
2020-04-28,16.0
2020-04-29,16.440000534057617
2020-04-30,15.25
2020-05-01,13.8100004196167
2020-05-04,14.350000381469727
2020-05-05,14.210000038146973
2020-05-06,13.829999923706055
2020-05-07,14.75
2020-05-08,14.539999961853027
2020-05-11,14.199999809265137
2020-05-12,14.109999656677246
2020-05-13,14.109999656677246
2020-05-14,13.59000015258789
2020-05-15,13.960000038146973
2020-05-18,14.479999542236328
2020-05-19,14.300000190734863
2020-05-20,14.5
2020-05-21,14.449999809265137
2020-05-22,14.390000343322754
2020-05-26,14.720000267028809
2020-05-27,14.970000267028809
2020-05-28,14.699999809265137
2020-05-29,14.640000343322754
2020-06-01,14.550000190734863
2020-06-02,14.699999809265137
2020-06-03,14.680000305175781
2020-06-04,14.649999618530273
2020-06-05,15.399999618530273
2020-06-08,16.360000610351562
2020-06-09,16.15999984741211
2020-06-10,15.720000267028809
2020-06-11,15.229999542236328
2020-06-12,15.369999885559082
2020-06-15,15.510000228881836
2020-06-16,15.84000015258789
2020-06-17,15.270000457763672
2020-06-18,15.34000015258789
2020-06-19,14.9399995803833
2020-06-22,15.180000305175781
2020-06-23,15.09000015258789
2020-06-24,14.9399995803833
2020-06-25,14.949999809265137
2020-06-26,15.800000190734863
2020-06-29,16.0
2020-06-30,15.899999618530273
2020-07-01,15.8100004196167
2020-07-02,15.899999618530273
2020-07-06,15.869999885559082
2020-07-07,15.399999618530273
2020-07-08,15.380000114440918
2020-07-09,14.5600004196167
2020-07-10,14.859999656677246
2020-07-13,15.210000038146973
2020-07-14,15.180000305175781
2020-07-15,15.760000228881836
2020-07-16,16.0
2020-07-17,15.829999923706055
2020-07-20,15.960000038146973
2020-07-21,15.890000343322754
2020-07-22,15.930000305175781
2020-07-23,15.84000015258789
2020-07-24,15.609999656677246
2020-07-27,16.0
2020-07-28,15.520000457763672
2020-07-29,15.859999656677246
2020-07-30,15.5
2020-07-31,14.899999618530273
2020-08-03,15.029999732971191
2020-08-04,14.970000267028809
2020-08-05,15.699999809265137
2020-08-06,15.220000267028809
2020-08-07,15.420000076293945
2020-08-10,15.460000038146973
2020-08-11,15.989999771118164
2020-08-12,16.100000381469727
2020-08-13,15.869999885559082
2020-08-14,15.819999694824219
2020-08-17,15.550000190734863
2020-08-18,15.600000381469727
2020-08-19,15.649999618530273
2020-08-20,15.779999732971191
2020-08-21,15.100000381469727
2020-08-24,15.600000381469727
2020-08-25,15.899999618530273
2020-08-26,15.619999885559082
2020-08-27,15.600000381469727
2020-08-28,16.010000228881836
2020-08-31,15.600000381469727
2020-09-01,15.489999771118164
2020-09-02,15.670000076293945
2020-09-03,15.109999656677246
2020-09-04,15.680000305175781
2020-09-08,15.270000457763672
2020-09-09,15.59000015258789
2020-09-10,15.460000038146973
2020-09-11,15.15999984741211
2020-09-14,15.470000267028809
2020-09-15,15.350000381469727
2020-09-16,15.489999771118164
2020-09-17,15.420000076293945
2020-09-18,15.5
2020-09-21,15.149999618530273
2020-09-22,15.510000228881836
2020-09-23,14.569999694824219
2020-09-24,14.4399995803833
2020-09-25,14.869999885559082
2020-09-28,14.850000381469727
2020-09-29,14.420000076293945
2020-09-30,14.149999618530273
2020-10-01,14.350000381469727
2020-10-02,14.960000038146973
2020-10-05,15.029999732971191
2020-10-06,15.029999732971191
2020-10-07,15.149999618530273
2020-10-08,15.0600004196167
2020-10-09,15.300000190734863
2020-10-12,15.5
2020-10-13,15.399999618530273
2020-10-14,15.09000015258789
2020-10-15,15.34000015258789
2020-10-16,15.119999885559082
2020-10-19,15.329999923706055
2020-10-20,15.640000343322754
2020-10-21,15.680000305175781
2020-10-22,15.859999656677246
2020-10-23,16.170000076293945
2020-10-26,16.649999618530273
2020-10-27,15.869999885559082
2020-10-28,15.630000114440918
2020-10-29,15.819999694824219
2020-10-30,16.5
2020-11-02,16.899999618530273
2020-11-03,16.899999618530273
2020-11-04,15.510000228881836
2020-11-05,15.760000228881836
2020-11-06,15.6899995803833
2020-11-09,16.790000915527344
2020-11-10,17.190000534057617
2020-11-11,17.100000381469727
2020-11-12,17.15999984741211
2020-11-13,17.18000030517578
2020-11-16,18.200000762939453
2020-11-17,18.06999969482422
2020-11-18,17.989999771118164
2020-11-19,18.350000381469727
2020-11-20,18.1299991607666
2020-11-23,18.5
2020-11-24,19.139999389648438
2020-11-25,18.739999771118164
2020-11-27,18.290000915527344
2020-11-30,18.299999237060547
2020-12-01,18.350000381469727
2020-12-02,18.709999084472656
2020-12-03,19.020000457763672
2020-12-04,19.579999923706055
2020-12-07,19.489999771118164
2020-12-08,19.84000015258789
2020-12-09,19.690000534057617
2020-12-10,19.81999969482422
2020-12-11,20.0
2020-12-14,19.709999084472656
2020-12-15,20.139999389648438
2020-12-16,19.6299991607666
2020-12-17,20.06999969482422
2020-12-18,18.989999771118164
2020-12-21,18.600000381469727
2020-12-22,18.510000228881836
2020-12-23,18.600000381469727
2020-12-24,18.459999084472656
2020-12-28,18.75
2020-12-29,18.450000762939453
2020-12-30,18.950000762939453
2020-12-31,19.549999237060547
2021-01-04,18.969999313354492
2021-01-05,18.75
2021-01-06,19.709999084472656
2021-01-07,19.770000457763672
2021-01-08,19.3700008392334
2021-01-11,19.049999237060547
2021-01-12,19.56999969482422
2021-01-13,19.290000915527344
2021-01-14,20.100000381469727
2021-01-15,20.1200008392334
2021-01-19,19.81999969482422
2021-01-20,20.040000915527344
2021-01-21,19.899999618530273
2021-01-22,20.350000381469727
2021-01-25,20.170000076293945
2021-01-26,19.989999771118164
2021-01-27,19.399999618530273
2021-01-28,19.260000228881836
2021-01-29,19.450000762939453
2021-02-01,19.270000457763672
2021-02-02,19.43000030517578
2021-02-03,19.959999084472656
2021-02-04,20.399999618530273
2021-02-05,20.56999969482422
2021-02-08,20.75
2021-02-09,20.600000381469727
2021-02-10,20.799999237060547
2021-02-11,20.399999618530273
2021-02-12,21.020000457763672
2021-02-16,21.899999618530273
2021-02-17,21.799999237060547
2021-02-18,22.0
2021-02-19,23.25
2021-02-22,23.940000534057617
2021-02-23,24.329999923706055
2021-02-24,24.950000762939453
2021-02-25,24.860000610351562
2021-02-26,24.799999237060547
2021-03-01,25.610000610351562
2021-03-02,25.15999984741211
2021-03-03,26.020000457763672
2021-03-04,26.530000686645508
2021-03-05,27.299999237060547
2021-03-08,28.040000915527344
2021-03-09,27.65999984741211
2021-03-10,28.760000228881836
2021-03-11,27.790000915527344
2021-03-12,28.329999923706055
2021-03-15,27.25
2021-03-16,27.1299991607666
2021-03-17,26.760000228881836
2021-03-18,27.030000686645508
2021-03-19,27.549999237060547
2021-03-22,26.299999237060547
2021-03-23,25.690000534057617
2021-03-24,25.899999618530273
2021-03-25,26.399999618530273
2021-03-26,27.040000915527344
2021-03-29,26.709999084472656
2021-03-30,27.100000381469727
2021-03-31,26.950000762939453
2021-04-01,26.979999542236328
2021-04-05,27.5
2021-04-06,27.360000610351562
2021-04-07,27.1299991607666
2021-04-08,27.18000030517578
2021-04-09,27.299999237060547
2021-04-12,27.479999542236328
2021-04-13,27.200000762939453
2021-04-14,27.360000610351562
2021-04-15,27.780000686645508
2021-04-16,27.600000381469727
2021-04-19,27.639999389648438
2021-04-20,27.200000762939453
2021-04-21,27.459999084472656
2021-04-22,27.059999465942383
2021-04-23,27.68000030517578
2021-04-26,27.75
2021-04-27,27.559999465942383
2021-04-28,27.209999084472656
2021-04-29,27.579999923706055
2021-04-30,27.010000228881836
2021-05-03,27.549999237060547
2021-05-04,27.950000762939453
2021-05-05,28.799999237060547
2021-05-06,28.68000030517578
2021-05-07,29.15999984741211
2021-05-10,28.860000610351562
2021-05-11,28.100000381469727
2021-05-12,27.559999465942383
2021-05-13,28.540000915527344
2021-05-14,29.040000915527344
